TransactionAmount,TransactionType,Location,DeviceID,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,TransactionHour,TransactionWeekday,TransactionDay,TransactionMonth,PreviousTransactionDate
278.23,Debit,Fresno,D000530,M019,Online,48,Engineer,83,1,8300.54,17,3,4,5,2024-11-04 08:09:46
116.88,Debit,Memphis,D000024,M026,ATM,45,Doctor,263,1,7717.34,17,2,4,10,2024-11-04 08:10:02
328.77,Credit,San Diego,D000133,M033,Online,39,Doctor,247,1,6967.03,17,0,3,4,2024-11-04 08:09:57
77.53,Debit,Louisville,D000522,M052,Branch,54,Retired,55,1,5158.6,18,1,25,7,2024-11-04 08:07:12
421.74,Debit,San Jose,D000339,M014,Online,67,Doctor,103,1,12031.14,17,1,20,6,2024-11-04 08:10:18
313.69,Debit,Oklahoma City,D000211,M034,Branch,73,Retired,152,1,7093.68,16,4,10,3,2024-11-04 08:10:23
411.72,Debit,Washington,D000104,M014,Branch,29,Doctor,153,1,8539.86,18,1,20,6,2024-11-04 08:11:43
508.73,Debit,Chicago,D000316,M071,Branch,59,Retired,89,1,7640.57,16,4,14,7,2024-11-04 08:09:07
153.08,Debit,Omaha,D000637,M057,ATM,24,Student,201,1,1292.21,16,0,27,11,2024-11-04 08:09:29
23.01,Debit,Las Vegas,D000363,M090,Branch,63,Retired,166,1,5958.75,18,4,9,6,2024-11-04 08:09:14
69.28,Debit,Los Angeles,D000379,M070,Online,25,Student,129,1,708.74,16,0,30,10,2024-11-04 08:11:01
51.25,Credit,Austin,D000113,M044,Branch,28,Student,66,1,1744.4,16,1,29,8,2024-11-04 08:11:52
407.65,Debit,Denver,D000013,M095,ATM,25,Student,263,1,273.78,17,0,7,8,2024-11-04 08:08:37
459.25,Debit,Tucson,D000248,M043,Branch,25,Student,59,1,130.76,16,1,23,5,2024-11-04 08:11:47
301.56,Debit,Seattle,D000014,M011,Branch,49,Doctor,118,1,10389.6,17,3,9,2,2024-11-04 08:10:23
17.67,Debit,San Diego,D000416,M061,Online,63,Doctor,91,1,1048.18,17,1,27,6,2024-11-04 08:10:55
5.29,Credit,San Francisco,D000121,M008,Online,32,Doctor,132,1,12896.68,18,0,13,3,2024-11-04 08:11:04
401.37,Debit,Los Angeles,D000404,M031,Branch,43,Engineer,251,1,8208.54,16,0,18,9,2024-11-04 08:11:41
145.4,Debit,Tucson,D000069,M044,Online,38,Engineer,24,1,5244.49,17,3,6,7,2024-11-04 08:09:52
556.34,Debit,Seattle,D000377,M031,Online,37,Doctor,46,1,11935.14,16,3,19,10,2024-11-04 08:07:12
34.31,Debit,Philadelphia,D000353,M094,ATM,24,Student,251,1,1484.76,16,4,28,4,2024-11-04 08:11:26
780.59,Credit,Tucson,D000451,M058,Online,23,Student,145,1,6513.34,17,2,28,6,2024-11-04 08:07:01
282.65,Debit,Fort Worth,D000626,M012,ATM,35,Doctor,161,1,13801.15,17,2,8,3,2024-11-04 08:08:51
305.27,Debit,Las Vegas,D000657,M059,Online,68,Doctor,147,1,12958.65,16,2,27,9,2024-11-04 08:09:31
185.81,Debit,Austin,D000696,M033,Online,32,Doctor,116,1,9588.71,16,2,20,9,2024-11-04 08:10:15
66.01,Debit,Milwaukee,D000317,M042,Online,49,Engineer,179,1,3475.99,18,4,6,10,2024-11-04 08:07:05
447.95,Debit,Tucson,D000442,M002,Branch,29,Engineer,75,1,7544.4,17,2,11,1,2024-11-04 08:09:20
279.3,Debit,Oklahoma City,D000674,M079,ATM,19,Student,48,1,1193.61,17,3,22,6,2024-11-04 08:07:20
26.75,Debit,Indianapolis,D000537,M096,Online,33,Doctor,27,1,12063.77,16,0,8,5,2024-11-04 08:07:00
611.15,Debit,Detroit,D000044,M009,ATM,27,Student,121,1,892.83,17,4,11,8,2024-11-04 08:09:23
275.2,Debit,New York,D000122,M058,Online,54,Engineer,81,1,1230.12,17,3,24,8,2024-11-04 08:09:50
427.79,Debit,San Jose,D000018,M016,Branch,18,Student,189,1,1479.67,17,1,21,2,2024-11-04 08:08:54
469.13,Credit,San Antonio,D000501,M009,ATM,54,Doctor,139,1,1265.28,17,0,4,12,2024-11-04 08:07:30
102.81,Debit,Seattle,D000076,M074,Branch,76,Retired,47,1,3228.87,16,0,4,12,2024-11-04 08:08:07
22.61,Debit,Seattle,D000255,M099,Online,19,Student,145,1,1111.67,17,3,21,12,2024-11-04 08:06:47
68.28,Debit,Boston,D000649,M100,Online,56,Engineer,293,1,3213.16,18,3,8,6,2024-11-04 08:08:24
33.65,Credit,New York,D000470,M067,Online,63,Doctor,146,1,12719.93,17,0,18,9,2024-11-04 08:07:24
362.68,Credit,Miami,D000280,M014,ATM,63,Retired,137,1,2040.77,18,0,16,1,2024-11-04 08:06:30
73.23,Debit,San Francisco,D000128,M090,Branch,20,Student,172,1,1309.85,16,4,23,6,2024-11-04 08:12:22
654.49,Credit,Austin,D000380,M060,Online,25,Student,104,1,164.61,16,0,20,11,2024-11-04 08:08:39
18.56,Credit,Memphis,D000189,M094,Branch,49,Engineer,161,1,4230.37,17,0,24,4,2024-11-04 08:07:40
389.05,Debit,Dallas,D000379,M075,ATM,27,Student,41,1,761.0,17,4,6,1,2024-11-04 08:11:28
7.38,Debit,Houston,D000011,M076,Online,67,Retired,105,1,2923.83,16,2,15,3,2024-11-04 08:10:18
109.48,Debit,Baltimore,D000122,M008,Online,61,Retired,93,1,7372.47,17,0,26,6,2024-11-04 08:07:26
66.91,Debit,Seattle,D000509,M047,ATM,39,Doctor,85,1,871.1,18,0,30,1,2024-11-04 08:10:19
335.48,Debit,Oklahoma City,D000211,M040,Branch,45,Engineer,155,1,3023.16,16,3,2,3,2024-11-04 08:06:45
38.14,Debit,Albuquerque,D000572,M026,Online,19,Student,174,1,1119.21,16,3,28,12,2024-11-04 08:09:59
1076.98,Debit,Detroit,D000474,M090,Branch,60,Doctor,173,1,11833.73,18,2,20,12,2024-11-04 08:09:33
360.02,Debit,Dallas,D000072,M004,Online,68,Retired,68,1,6400.59,16,3,9,2,2024-11-04 08:08:53
567.71,Debit,Memphis,D000605,M086,Online,63,Doctor,80,1,13884.24,18,0,6,2,2024-11-04 08:10:40
218.19,Debit,Austin,D000626,M078,ATM,19,Student,185,1,620.83,16,1,23,5,2024-11-04 08:10:27
209.99,Debit,Denver,D000381,M014,ATM,19,Student,40,1,1938.01,17,3,7,9,2024-11-04 08:11:39
11.02,Debit,Tucson,D000320,M008,Branch,19,Student,280,1,964.79,16,0,13,11,2024-11-04 08:06:56
83.43,Debit,New York,D000627,M012,Online,56,Retired,109,1,1870.16,16,1,30,5,2024-11-04 08:11:40
344.97,Debit,Austin,D000264,M050,Online,34,Doctor,106,1,5577.94,17,0,20,3,2024-11-04 08:09:39
172.29,Debit,El Paso,D000474,M034,ATM,36,Engineer,283,1,8700.8,17,0,30,1,2024-11-04 08:08:42
195.54,Debit,Omaha,D000144,M039,Online,60,Retired,255,1,2794.66,16,0,17,7,2024-11-04 08:09:01
101.23,Debit,Colorado Springs,D000696,M015,Online,45,Engineer,87,1,6169.71,18,4,4,8,2024-11-04 08:06:42
180.46,Debit,Fresno,D000456,M001,ATM,25,Student,34,1,831.75,16,0,13,3,2024-11-04 08:11:23
692.55,Debit,Charlotte,D000577,M058,Branch,53,Retired,109,1,2451.56,16,1,7,3,2024-11-04 08:12:17
147.31,Credit,Mesa,D000059,M005,Online,34,Doctor,92,1,13625.52,17,0,12,6,2024-11-04 08:07:58
107.48,Debit,Los Angeles,D000624,M058,Branch,20,Student,103,1,1379.39,17,1,7,2,2024-11-04 08:12:07
1831.02,Credit,Columbus,D000246,M012,Online,62,Doctor,83,1,11498.01,17,4,15,9,2024-11-04 08:10:52
81.51,Debit,Washington,D000079,M059,Branch,25,Student,97,1,865.49,16,3,10,8,2024-11-04 08:07:15
365.48,Credit,Seattle,D000310,M082,Online,76,Retired,216,1,7147.4,17,0,22,5,2024-11-04 08:10:38
491.1,Credit,Houston,D000408,M067,Online,35,Engineer,125,1,7833.85,16,0,5,6,2024-11-04 08:07:32
452.8,Debit,Los Angeles,D000527,M034,Branch,80,Retired,151,1,4840.67,16,4,24,11,2024-11-04 08:07:34
645.04,Debit,Memphis,D000515,M014,Branch,70,Retired,78,1,7361.47,17,4,22,12,2024-11-04 08:07:29
169.28,Debit,Philadelphia,D000227,M057,Branch,45,Doctor,114,1,5128.44,18,0,27,3,2024-11-04 08:11:54
88.42,Debit,El Paso,D000443,M096,ATM,62,Doctor,91,1,12381.45,16,2,18,10,2024-11-04 08:09:15
155.53,Debit,Baltimore,D000507,M041,ATM,29,Engineer,66,1,4008.05,17,4,24,3,2024-11-04 08:08:36
991.82,Debit,Milwaukee,D000496,M042,Online,43,Engineer,300,1,3493.13,16,0,4,12,2024-11-04 08:10:11
39.24,Debit,Dallas,D000164,M095,ATM,77,Retired,106,1,6462.41,18,1,14,11,2024-11-04 08:11:18
152.01,Debit,Fort Worth,D000407,M095,ATM,42,Engineer,111,3,4625.12,16,3,23,2,2024-11-04 08:11:14
78.77,Credit,Las Vegas,D000301,M085,ATM,48,Engineer,50,1,6470.57,18,0,8,5,2024-11-04 08:06:41
26.5,Debit,Indianapolis,D000175,M063,Online,48,Engineer,179,1,4854.83,16,2,8,2,2024-11-04 08:07:24
83.62,Debit,Raleigh,D000554,M069,ATM,48,Doctor,146,1,12652.22,17,3,22,6,2024-11-04 08:12:06
142.78,Debit,San Diego,D000499,M021,Branch,68,Doctor,150,1,11705.88,16,1,9,5,2024-11-04 08:12:22
55.99,Debit,El Paso,D000525,M037,ATM,35,Doctor,95,1,932.61,16,0,13,11,2024-11-04 08:07:20
774.48,Debit,Louisville,D000233,M013,Branch,61,Doctor,31,1,11613.58,16,0,6,3,2024-11-04 08:08:33
105.37,Debit,Sacramento,D000327,M043,ATM,25,Student,160,1,1068.55,18,3,11,5,2024-11-04 08:09:44
118.83,Debit,Virginia Beach,D000321,M039,Online,28,Student,295,1,1616.3,16,0,26,6,2024-11-04 08:08:28
46.22,Debit,San Jose,D000638,M049,Branch,23,Student,217,1,471.28,16,0,13,11,2024-11-04 08:08:59
659.71,Credit,San Jose,D000095,M052,Branch,21,Student,148,1,106.86,16,4,5,5,2024-11-04 08:09:32
377.97,Debit,Miami,D000195,M028,Online,72,Retired,160,1,2457.1,16,4,17,11,2024-11-04 08:11:04
114.1,Debit,Boston,D000275,M024,Branch,69,Retired,148,1,5882.12,17,0,22,5,2024-11-04 08:11:19
11.3,Credit,Louisville,D000528,M044,Online,55,Retired,41,1,1938.99,16,4,1,12,2024-11-04 08:09:25
95.5,Debit,Omaha,D000362,M031,Online,57,Retired,17,1,4079.09,16,0,22,5,2024-11-04 08:08:19
130.93,Credit,Houston,D000417,M061,Branch,28,Engineer,149,1,860.12,16,2,8,2,2024-11-04 08:11:18
272.97,Debit,Boston,D000638,M033,Online,68,Retired,174,1,7811.31,18,0,17,4,2024-11-04 08:10:58
73.35,Debit,San Francisco,D000340,M093,Branch,24,Student,47,1,1181.84,16,0,13,3,2024-11-04 08:09:57
29.94,Debit,San Francisco,D000266,M063,ATM,58,Doctor,243,1,10915.54,16,4,13,10,2024-11-04 08:12:01
307.24,Debit,San Jose,D000584,M096,ATM,19,Student,136,2,1670.72,16,3,2,11,2024-11-04 08:09:50
50.52,Debit,Boston,D000377,M029,Online,20,Student,140,1,1121.19,16,0,16,10,2024-11-04 08:09:12
820.46,Credit,Fort Worth,D000185,M041,Online,53,Engineer,243,1,5621.86,16,0,3,4,2024-11-04 08:10:23
153.07,Debit,Detroit,D000503,M034,ATM,56,Engineer,116,1,8873.43,18,0,3,4,2024-11-04 08:12:06
52.94,Debit,Tucson,D000160,M052,Branch,41,Doctor,146,1,6990.92,17,0,12,6,2024-11-04 08:11:08
384.41,Debit,Jacksonville,D000289,M093,ATM,60,Engineer,65,1,7831.56,16,0,17,4,2024-11-04 08:10:13
235.42,Debit,Phoenix,D000424,M060,Branch,51,Retired,175,1,6173.23,18,0,10,7,2024-11-04 08:11:06
114.23,Debit,Dallas,D000213,M089,ATM,56,Doctor,64,1,9523.72,17,2,7,6,2024-11-04 08:06:35
12.62,Debit,El Paso,D000475,M068,Branch,33,Doctor,61,1,6420.47,16,4,5,5,2024-11-04 08:09:03
997.37,Debit,Fort Worth,D000629,M053,ATM,23,Student,145,1,1146.09,18,4,22,12,2024-11-04 08:07:23
373.52,Debit,Colorado Springs,D000673,M026,ATM,35,Engineer,235,1,6430.41,16,0,25,9,2024-11-04 08:11:16
336.05,Debit,San Antonio,D000044,M019,Branch,28,Student,164,1,1635.05,17,0,24,4,2024-11-04 08:12:13
366.93,Debit,Houston,D000697,M078,Online,66,Retired,33,1,6697.79,18,0,11,12,2024-11-04 08:11:33
112.27,Debit,Seattle,D000690,M007,Branch,58,Doctor,102,1,7369.89,17,3,19,10,2024-11-04 08:11:23
494.96,Debit,Sacramento,D000320,M067,ATM,40,Engineer,132,1,6903.68,16,4,31,3,2024-11-04 08:08:34
561.58,Debit,Sacramento,D000229,M022,Online,65,Doctor,23,1,11748.86,17,4,23,6,2024-11-04 08:06:32
440.94,Debit,San Antonio,D000133,M008,Online,42,Doctor,148,1,7303.23,18,2,13,9,2024-11-04 08:11:22
71.9,Debit,Los Angeles,D000553,M013,Branch,29,Doctor,51,1,10619.35,16,0,20,2,2024-11-04 08:12:07
256.66,Credit,Raleigh,D000377,M045,Online,54,Retired,137,1,1794.5,17,0,17,7,2024-11-04 08:06:55
166.55,Credit,Houston,D000386,M065,Branch,59,Doctor,99,1,12970.21,17,3,13,7,2024-11-04 08:09:36
276.26,Debit,Louisville,D000307,M024,Branch,56,Doctor,143,1,120.89,17,0,13,2,2024-11-04 08:11:47
35.46,Debit,Indianapolis,D000674,M073,ATM,67,Doctor,164,1,5692.31,16,1,18,7,2024-11-04 08:10:12
38.14,Debit,Portland,D000016,M072,Branch,50,Engineer,165,1,9879.87,16,4,7,4,2024-11-04 08:07:16
506.26,Credit,Baltimore,D000670,M014,ATM,64,Retired,86,1,6266.65,18,0,18,12,2024-11-04 08:11:53
736.32,Debit,Indianapolis,D000503,M054,Online,31,Doctor,28,1,14268.95,17,2,12,4,2024-11-04 08:10:23
389.43,Credit,Austin,D000485,M005,ATM,52,Engineer,151,1,6449.83,18,0,27,11,2024-11-04 08:10:57
25.58,Debit,Omaha,D000083,M048,ATM,60,Engineer,166,1,6741.41,16,3,16,11,2024-11-04 08:06:29
446.1,Debit,Seattle,D000444,M068,ATM,25,Student,243,1,1008.44,17,1,19,9,2024-11-04 08:08:30
147.74,Debit,Raleigh,D000064,M034,Branch,23,Student,15,1,1711.78,16,1,5,9,2024-11-04 08:12:18
1228.81,Debit,San Francisco,D000381,M034,ATM,26,Student,254,1,1821.0,16,0,20,2,2024-11-04 08:09:05
46.23,Debit,Fresno,D000350,M015,Online,77,Retired,282,1,5107.75,17,0,29,5,2024-11-04 08:09:46
265.37,Debit,Washington,D000633,M013,Branch,33,Engineer,77,1,5229.95,17,4,26,5,2024-11-04 08:09:20
342.57,Debit,Boston,D000345,M100,Online,20,Student,91,1,339.16,17,4,3,2,2024-11-04 08:09:51
417.26,Credit,New York,D000183,M049,Online,32,Doctor,45,1,10442.48,17,0,27,2,2024-11-04 08:11:53
33.63,Debit,Columbus,D000556,M024,Online,63,Retired,76,1,4324.4,16,4,3,11,2024-11-04 08:10:52
64.58,Debit,El Paso,D000647,M056,Branch,55,Retired,173,1,6292.29,18,0,4,12,2024-11-04 08:11:27
23.23,Credit,Miami,D000573,M064,Branch,21,Student,122,1,269.01,16,3,20,4,2024-11-04 08:09:54
160.52,Credit,Jacksonville,D000254,M034,ATM,78,Retired,112,1,5379.25,16,0,7,8,2024-11-04 08:07:59
278.88,Debit,Kansas City,D000350,M001,Branch,64,Doctor,179,2,1334.09,16,4,29,9,2024-11-04 08:09:44
285.49,Credit,Charlotte,D000498,M071,Branch,53,Doctor,109,1,6366.84,18,4,11,8,2024-11-04 08:12:14
71.87,Debit,Nashville,D000039,M057,ATM,22,Student,258,1,1839.1,18,0,16,1,2024-11-04 08:12:07
308.8,Debit,Baltimore,D000256,M018,ATM,53,Retired,41,1,3966.54,16,1,26,12,2024-11-04 08:09:59
135.35,Debit,Houston,D000219,M098,Branch,33,Engineer,82,1,9983.36,18,4,28,7,2024-11-04 08:07:24
288.43,Debit,Phoenix,D000136,M075,Branch,66,Retired,72,1,4577.09,16,0,8,5,2024-11-04 08:09:00
147.46,Credit,Albuquerque,D000380,M071,Online,65,Doctor,205,1,7458.03,16,3,12,10,2024-11-04 08:11:31
214.15,Debit,Detroit,D000531,M064,Branch,32,Engineer,217,1,6397.29,17,0,30,10,2024-11-04 08:10:59
71.34,Debit,Miami,D000256,M021,Online,49,Engineer,144,3,6345.03,16,0,28,8,2024-11-04 08:09:43
170.36,Debit,Indianapolis,D000225,M091,ATM,30,Doctor,118,1,6034.73,16,0,27,3,2024-11-04 08:09:24
965.66,Debit,Raleigh,D000244,M009,ATM,53,Engineer,32,1,765.81,17,0,18,12,2024-11-04 08:08:58
736.53,Debit,Philadelphia,D000548,M065,ATM,55,Engineer,120,1,9826.26,17,2,10,5,2024-11-04 08:09:38
213.42,Debit,Columbus,D000536,M052,ATM,45,Engineer,17,1,3736.38,17,3,27,7,2024-11-04 08:11:26
94.09,Debit,Miami,D000429,M042,Branch,27,Student,203,1,646.85,16,1,12,9,2024-11-04 08:10:29
91.23,Debit,Boston,D000184,M003,ATM,72,Retired,86,1,6385.12,16,0,15,5,2024-11-04 08:08:29
263.92,Credit,San Diego,D000568,M074,Branch,57,Retired,233,1,4161.71,17,2,26,7,2024-11-04 08:10:43
77.5,Credit,Fort Worth,D000333,M061,Online,51,Doctor,201,1,11079.77,16,1,23,5,2024-11-04 08:08:15
3.65,Debit,Miami,D000115,M098,Online,69,Doctor,146,1,10017.11,17,0,13,2,2024-11-04 08:11:01
43.88,Credit,Seattle,D000349,M038,Online,26,Student,251,1,1644.09,17,0,13,11,2024-11-04 08:08:21
591.98,Debit,El Paso,D000560,M069,ATM,28,Student,132,1,387.65,16,4,28,4,2024-11-04 08:07:44
224.79,Debit,Boston,D000208,M063,Online,18,Student,129,1,528.38,16,1,22,8,2024-11-04 08:10:25
64.3,Debit,Louisville,D000084,M015,ATM,55,Retired,67,1,7530.3,17,0,4,9,2024-11-04 08:11:58
111.79,Debit,Jacksonville,D000530,M056,Online,62,Doctor,49,1,10887.59,17,1,26,12,2024-11-04 08:11:34
927.16,Debit,San Francisco,D000385,M013,ATM,59,Retired,153,1,7104.61,16,0,20,3,2024-11-04 08:10:20
613.7,Credit,Fort Worth,D000670,M055,Branch,61,Retired,37,1,7307.11,17,2,22,2,2024-11-04 08:10:53
26.07,Debit,Baltimore,D000552,M061,Branch,20,Student,19,3,349.98,17,3,16,3,2024-11-04 08:10:16
170.45,Debit,San Francisco,D000560,M026,Branch,60,Engineer,199,1,2284.41,16,3,5,1,2024-11-04 08:09:17
344.27,Debit,San Antonio,D000172,M031,Branch,22,Student,123,1,1918.36,17,1,19,9,2024-11-04 08:09:37
872.72,Debit,Washington,D000559,M033,Online,22,Student,288,1,503.01,16,0,24,4,2024-11-04 08:10:49
292.95,Debit,Memphis,D000456,M055,Branch,37,Engineer,56,1,1216.91,16,3,16,2,2024-11-04 08:11:13
28.44,Debit,Fresno,D000176,M047,ATM,18,Student,243,1,1071.04,17,3,31,8,2024-11-04 08:09:03
209.02,Debit,El Paso,D000599,M008,ATM,21,Student,74,1,187.9,17,4,3,3,2024-11-04 08:11:19
20.05,Debit,Chicago,D000293,M018,ATM,72,Retired,171,1,7145.67,17,2,29,11,2024-11-04 08:08:00
175.02,Debit,Phoenix,D000609,M092,Online,28,Student,71,1,1493.88,16,0,10,4,2024-11-04 08:09:21
89.5,Credit,Louisville,D000014,M020,Branch,41,Engineer,134,1,8658.95,16,0,21,8,2024-11-04 08:09:01
69.96,Debit,Baltimore,D000397,M060,Branch,28,Student,31,1,164.12,17,0,16,10,2024-11-04 08:08:13
146.51,Debit,Albuquerque,D000575,M097,ATM,53,Engineer,68,1,7089.9,17,2,25,1,2024-11-04 08:10:39
376.78,Credit,Nashville,D000602,M061,Online,21,Student,88,1,841.65,17,0,14,8,2024-11-04 08:07:49
148.54,Credit,Columbus,D000156,M048,Branch,71,Retired,107,1,5677.05,16,4,22,12,2024-11-04 08:11:52
388.77,Credit,Jacksonville,D000215,M065,Online,26,Student,30,1,1658.49,16,0,11,12,2024-11-04 08:11:05
100.38,Debit,Seattle,D000548,M060,Branch,63,Doctor,49,1,10171.68,17,0,27,11,2024-11-04 08:09:18
137.23,Debit,Fresno,D000207,M084,Branch,64,Doctor,63,1,13847.99,16,4,7,4,2024-11-04 08:08:41
870.3,Debit,San Jose,D000200,M003,ATM,51,Retired,229,1,3688.98,17,0,28,8,2024-11-04 08:08:54
458.94,Debit,Detroit,D000074,M076,Branch,52,Engineer,180,1,5619.95,18,1,18,7,2024-11-04 08:08:35
327.35,Credit,Memphis,D000531,M059,Branch,20,Student,175,1,342.08,18,0,25,9,2024-11-04 08:11:19
757.15,Debit,Raleigh,D000463,M085,Online,53,Engineer,38,1,4702.86,16,1,17,1,2024-11-04 08:08:06
5.64,Debit,Boston,D000691,M064,Online,59,Doctor,47,1,12703.24,16,2,8,3,2024-11-04 08:11:10
47.23,Credit,Memphis,D000031,M034,Online,73,Retired,160,1,6659.81,18,3,3,8,2024-11-04 08:11:07
239.41,Credit,Baltimore,D000693,M064,Online,42,Doctor,248,1,7860.65,17,2,1,11,2024-11-04 08:07:19
7.48,Debit,San Antonio,D000596,M025,ATM,55,Engineer,29,1,1275.2,16,0,3,7,2024-11-04 08:12:21
170.97,Debit,Nashville,D000259,M044,Branch,26,Student,292,1,1265.27,17,0,1,5,2024-11-04 08:07:51
262.43,Credit,San Diego,D000365,M046,Online,37,Doctor,274,5,12841.01,17,1,13,6,2024-11-04 08:07:46
659.15,Debit,Boston,D000202,M014,ATM,22,Student,204,1,1241.59,16,1,31,1,2024-11-04 08:06:24
31.53,Debit,Kansas City,D000328,M095,Online,25,Student,283,1,874.93,17,2,20,12,2024-11-04 08:06:33
111.66,Credit,Washington,D000384,M068,Online,48,Engineer,140,1,5716.72,18,2,7,6,2024-11-04 08:07:36
250.01,Debit,Kansas City,D000191,M057,ATM,62,Retired,88,1,1541.48,16,0,6,11,2024-11-04 08:12:10
554.15,Debit,Raleigh,D000087,M066,ATM,49,Doctor,108,1,14817.22,17,1,18,4,2024-11-04 08:12:11
598.66,Credit,Charlotte,D000316,M032,Branch,32,Engineer,222,1,2587.11,16,1,10,1,2024-11-04 08:11:41
28.38,Debit,Sacramento,D000700,M083,Branch,55,Doctor,98,1,173.7,16,3,18,5,2024-11-04 08:08:56
16.8,Debit,San Diego,D000426,M021,ATM,49,Doctor,94,1,11847.07,17,0,27,11,2024-11-04 08:09:51
896.79,Debit,Dallas,D000582,M087,Online,33,Doctor,168,1,11146.74,16,0,6,11,2024-11-04 08:06:45
159.0,Debit,Las Vegas,D000545,M059,ATM,49,Engineer,38,1,369.79,18,0,6,3,2024-11-04 08:08:35
56.31,Credit,Houston,D000038,M042,Online,75,Retired,195,1,6396.08,17,2,27,9,2024-11-04 08:08:12
203.99,Debit,Philadelphia,D000007,M073,Online,52,Retired,215,1,4840.31,16,4,20,1,2024-11-04 08:09:52
50.99,Debit,Detroit,D000217,M003,Branch,29,Doctor,76,1,1334.6,16,1,31,10,2024-11-04 08:10:00
101.28,Credit,Chicago,D000506,M023,Online,32,Engineer,75,1,2774.35,18,2,23,8,2024-11-04 08:06:44
299.92,Debit,Denver,D000197,M007,ATM,27,Student,122,1,1368.0,18,0,9,10,2024-11-04 08:08:59
77.54,Debit,Phoenix,D000352,M095,Online,67,Retired,73,1,4536.38,17,2,1,2,2024-11-04 08:10:22
18.35,Debit,Nashville,D000685,M035,Branch,21,Student,78,1,1293.39,16,0,18,9,2024-11-04 08:10:06
732.53,Credit,San Jose,D000677,M066,ATM,26,Student,116,1,441.54,16,0,22,5,2024-11-04 08:12:14
65.11,Debit,Nashville,D000204,M026,ATM,34,Engineer,150,1,8485.14,16,3,7,9,2024-11-04 08:08:55
67.07,Credit,Los Angeles,D000038,M048,ATM,24,Student,56,1,999.62,16,0,5,6,2024-11-04 08:10:33
137.48,Debit,Seattle,D000206,M058,Branch,55,Doctor,47,1,14273.42,17,0,27,11,2024-11-04 08:08:46
398.36,Debit,Columbus,D000022,M006,ATM,22,Student,56,1,1863.7,16,1,27,6,2024-11-04 08:09:08
469.46,Debit,New York,D000465,M068,ATM,20,Student,149,1,8640.56,18,2,8,11,2024-11-04 08:09:58
37.58,Debit,Indianapolis,D000047,M051,ATM,57,Doctor,182,1,259.44,18,0,17,4,2024-11-04 08:12:14
160.24,Debit,Washington,D000378,M019,ATM,31,Engineer,15,1,5526.97,17,1,8,8,2024-11-04 08:09:07
315.39,Credit,New York,D000066,M008,Branch,23,Student,93,1,929.6,16,4,26,5,2024-11-04 08:08:08
434.17,Debit,Atlanta,D000238,M010,ATM,21,Student,148,5,5335.44,16,3,5,1,2024-11-04 08:09:50
165.91,Debit,Jacksonville,D000574,M084,ATM,26,Student,84,1,587.12,17,2,15,3,2024-11-04 08:09:22
211.36,Debit,San Francisco,D000039,M020,Branch,47,Engineer,194,1,4760.34,17,3,14,9,2024-11-04 08:11:24
241.45,Debit,Portland,D000435,M026,Online,26,Student,158,1,1594.04,16,0,24,7,2024-11-04 08:08:42
23.24,Debit,Indianapolis,D000569,M054,Branch,68,Doctor,129,1,13777.79,16,3,13,4,2024-11-04 08:10:55
70.88,Credit,Omaha,D000315,M087,Branch,74,Retired,176,1,1794.65,16,0,4,12,2024-11-04 08:06:26
1143.67,Debit,Atlanta,D000056,M048,Online,66,Retired,111,1,7677.76,16,0,30,10,2024-11-04 08:10:41
314.52,Debit,Memphis,D000361,M057,ATM,80,Retired,229,1,7071.32,17,0,20,3,2024-11-04 08:06:44
181.81,Credit,Austin,D000409,M026,Online,78,Retired,122,1,7525.73,16,0,29,5,2024-11-04 08:09:04
854.64,Debit,Fort Worth,D000445,M038,Branch,56,Retired,118,1,2989.25,18,1,7,11,2024-11-04 08:08:54
261.19,Debit,Oklahoma City,D000608,M078,ATM,64,Retired,52,1,7620.6,17,3,12,1,2024-11-04 08:09:48
220.68,Credit,Raleigh,D000311,M050,Online,71,Retired,217,1,5549.2,18,0,9,10,2024-11-04 08:07:05
11.86,Debit,Sacramento,D000165,M054,Branch,31,Engineer,129,1,6782.61,16,1,5,9,2024-11-04 08:08:52
122.65,Debit,Columbus,D000253,M039,Online,28,Student,41,1,1968.51,16,3,17,8,2024-11-04 08:06:57
395.16,Debit,Milwaukee,D000269,M059,Online,56,Retired,17,1,5340.73,16,0,24,7,2024-11-04 08:11:15
704.69,Debit,Las Vegas,D000451,M089,Online,51,Retired,150,1,3267.84,17,1,18,7,2024-11-04 08:10:51
369.89,Debit,San Antonio,D000042,M083,ATM,69,Retired,69,1,6941.47,16,2,18,10,2024-11-04 08:11:27
10.92,Debit,Jacksonville,D000383,M090,ATM,67,Retired,268,1,7567.2,17,4,20,10,2024-11-04 08:08:28
199.14,Debit,Seattle,D000073,M005,Branch,31,Engineer,36,1,7001.25,17,2,2,8,2024-11-04 08:10:52
109.43,Debit,Denver,D000670,M054,ATM,70,Retired,140,1,1983.65,18,2,11,1,2024-11-04 08:09:49
304.15,Debit,Atlanta,D000012,M010,Branch,20,Student,40,1,686.91,16,1,28,11,2024-11-04 08:10:17
620.54,Credit,Omaha,D000078,M009,Branch,28,Student,98,1,213.36,16,0,27,3,2024-11-04 08:07:26
757.79,Debit,Charlotte,D000032,M034,Online,22,Student,117,1,1443.02,16,0,2,1,2024-11-04 08:08:27
