Código,Status entomologico,Estado,Localidad,Altitud,Longitud,Latitud,A2. Cuantos dormitorios tiene la vivienda,A3 Número de personas que duermen en la vivienda,A4. Duermen 3 o mas personas en algun dormitorio,A1. Tiene luz electrica,A5 Escusado de uso exclusivo del hogar,A5 Escusado de uso común de varios hogares,A5 Letrina,A5 No tiene,A6 Red Pública de alcantarillado,A6 Pozo ciego,A6 Pozo séptico,A6 Medio ambiente,A7 Red pública,A7 Pozo,A7 Rio vertiente acequia o canal,A7 Carro Repartidor,A7 Otro,A7 Agua de lluvia,A8. Hierve o usa cloro en el agua antes de beberla,A9 Por qué trata el agua antes de beberla,B1 Losa de hormigón,B1 Asbestos o similares,B1 Zinc,B1 Teja,B1 Paja palma o similares,B1 Otros materiales,B2 Hormigón ladrillo o bloque,B2 Adobe o tapia,B2 Madera,B2 Caña guadua revestida con papel,B2 Caña guadua revestida o rellena de barro,B2 Caña guadua no revestida,B3 Entablado rústico,B3 Parquet,B3 Baldosa o vinyl,B3 Ladrillo o cemento,B3 Caña guadua,B3 Tierra,B3 Otros materiales,B4 Gas,B4 Electricidad,B4 Gasolina,B4 Kerex o diesel,B4 Leña o carbón,B4 Otro,B4 Ninguno,C1. Leña,C1 Lugares,"C2. Productos agricolas como maiz, etc.",C2 Lugares,D1. Ha fumigado Ud mismo su casa,D2. Ha fumigado SNEM su casa,D2 Hace cuánto tiempo (meses),E1. Gallinas o Palomas u otras aves,E1 Cuántas,E2. Tiene un gallinero,E2. Donde,E3. Perros,E3 Cuántos,E4. Duerme el perro dentro de la casa,E5. Cuyes,E5 Cuántos,E6. Tiene una cuyera,E6. Donde,E7. Chanchos o puercos,E7 Cuántos,E8. Ovejas o chivos,E8 Cuántos,E9. Tiene un corral,E9. Donde,E10. Gatos,F1. Ratones,F2. Ratas,"F3. Raposas, zorros, guanchacas o zarigueyas",G1. Leña,G1 Distancia de la casa (metros),G2. Madera para construccion,G1. Cuánta,G2 Distancia de la casa (metros),G2. Cuánta,G3. Rocas. bloques o ladrillos,G3 Distancia de la casa (metros),G3. Cuanta,G4. Basura de la vivienda,G4 Distancia de la casa (metros),G4. Cuánta,G5. Otros,G5 Distancia de la casa (metros),G5. Cuánta,H1. Hojas de Palma de coco,H1 Distancia de la casa (metros),H1. Cuánta,H2. Hojas de Palma de Cade o tagua,H2 Distancia de la casa (metros),H2. Cuánta,H3. Hojas de Palmera (Otro Tipo),H3 Qué tipo,H3. Cuánta,H4. Desperdicios de la cosecha,H4 Distancia de la casa (metros),H4. Cuánta,H5. Productos agricolas de la cosecha,H5 Distancia de la casa (metros),H5. Cuánta,I1. Piñuelas,I1 Distancia de la casa (metros),I1. Cuánta,I2. Arbustos,I2 Distancia de la casa (metros),I2. Cuánto,I3. Arboles frutales,I3 Distancia de la casa (metros),I3. Cuánto,I4. Maleza o monte,I4 Distancia de la casa (metros),I4. Cuánto,J1. Existen palmas a una distancia de 30m,J2. Palmas de coco,J2 Distancia de la casa (metros),J2 Cuántas,J3. Palmas de cade o tagua,J3 Distancia de la casa (metros),J3 Cuántas,J4. Palma Africana,J4 Distancia de la casa (metros),J4 Cuántas,J5. Otro tipo de de palmera o palma,J5 Cuál,J5 Distancia de la casa (metros),J5 Cuántas,E10 Cuántos,
PM320,Negativa,Examinada,Palmira,1640,79.23214,4.33879,1,3,-1,1,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,3,,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,2,,2,2,0,2,0,2,0,2,0,2,2,0,2,0,2,0,2,0,2,0,2,1,1,1,2,0,2,0,0,0,0,0,0,1,2,0,2,0,0,2,0,0,2,0,0,2,,0,2,0,0,2,0,0,0,0,0,1,3,1,2,0,0,1,4,0,2,2,0,0,2,0,0,2,0,0,2,,0,0,0,
NF605,Negativa,Examinada,Nueva Fátima,1641,79.823700,4.272140,3,1,-1,1,FALSO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,3,,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,1,Cuarto,2,2,0,1,30,1,3,1,1,2,2,0,2,0,1,4,2,0,1,4,1,2,2,2,1,6,1,1,1,1,1,1,1,1,6,1,1,0,0,2,0,0,2,0,0,2,,0,1,6,1,1,1,0,2,0,0,1,5,0,1,8,1,1,6,1,2,2,0,0,2,0,0,2,0,0,2,,0,0,2,
PM427,Negativa,Examinada,Palmira,1641,79.23207,4.33930,4,4,-1,1,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,1,para evitar los microbios,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,2,,2,,2,2,0,1,30,1,4,2,0,2,2,0,2,0,1,1,2,0,2,0,2,1,2,1,1,7,2,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,,0,2,0,0,2,0,0,2,0,0,1,10,0,2,0,0,1,10,0,2,2,0,0,2,0,0,2,0,0,2,,0,0,0,
PM431,Negativa,Examinada,Palmira,1641,79.23204,4.33899,2,6,-1,1,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,3,,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,2,,1,2,0,1,4,1,4,1,2,2,2,0,2,0,2,0,2,0,2,0,2,1,1,1,2,0,2,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,,0,2,0,0,2,0,0,2,0,0,1,5,0,1,5,0,1,5,0,2,2,0,0,2,0,0,2,0,0,2,,0,0,0,
TB306,Negativa,Examinada,Tumbunuma,1641,"79,80953","4,28206",3,3,-1,1,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,1,por los parásitos que tiene,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,2,,2,,1,2,0,1,20,1,4,1,2,2,2,0,2,0,1,1,2,0,2,0,1,1,1,1,1,2,1,1,0,1,1,6,1,2,0,0,1,0,1,2,0,0,2,0,0,2,,0,2,0,0,2,0,0,2,0,0,1,10,1,1,3,1,1,5,1,2,2,0,0,2,0,0,2,0,0,2,,0,0,1,
PM421,Negativa,Examinada,Palmira,1642,79.23255,4.33894,2,2,-1,1,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,3,,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,1,cocina,1,sala,1,2,0,1,9,1,3,1,1,0,2,0,2,0,2,0,2,0,2,0,2,3,3,1,2,0,2,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,,0,2,0,0,2,0,0,2,0,0,1,5,0,2,0,0,1,5,0,2,2,0,0,2,0,0,2,0,0,2,,0,0,0,
PM429,Negativa,Examinada,Palmira,1642,79.23205,4.33906,4,7,-1,1,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,2,para matar los microbios,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,2,,2,,2,2,0,1,10,1,4,2,0,2,2,0,2,0,1,1,2,0,2,0,2,1,1,1,2,0,2,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,,0,2,0,0,2,0,0,2,0,0,1,6,0,1,20,0,1,6,0,0,2,0,0,2,0,0,2,0,0,2,,0,0,0,
TB304,Negativa,Examinada,Tumbunuma,1642,"79,80967","4,28126",3,1,-1,1,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,1,para eliminar microbios,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,2,,2,,2,2,0,2,0,2,0,2,0,2,2,0,2,0,2,0,2,0,2,0,2,1,1,0,2,0,2,0,0,0,1,2,1,2,0,0,2,0,0,2,0,0,2,0,0,2,,0,2,0,0,2,0,0,2,0,0,1,6,1,2,0,0,1,10,1,2,2,0,0,2,0,0,2,0,0,2,,0,0,0,
TA104,Negativa,Examinada,El Tambo,1643,79.407090,4.472960,3,5,-1,1,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,1,para que mueron los microbios,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,2,,2,2,0,1,6,1,5,2,0,2,2,0,2,0,2,0,2,0,2,0,2,2,2,2,1,1,2,0,0,0,2,0,0,1,3,1,2,0,0,2,0,0,2,0,0,2,,0,2,0,0,1,1,1,2,0,0,1,2,1,1,10,1,1,6,2,2,2,0,0,2,0,0,2,0,0,2,,0,0,0,
TA310,Negativa,Examinada,El Tambo,1643,79.408910,4.473850,1,4,-1,1,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,1,por los microbios,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,1,bodega,2,2,0,1,40,1,4,1,1,2,2,0,2,0,2,0,2,0,2,0,2,1,2,1,2,0,2,0,0,0,2,0,0,2,0,0,1,0,1,2,0,0,2,0,0,2,,0,2,0,0,2,0,0,2,0,0,2,0,0,1,10,1,1,15,2,2,2,0,0,2,0,0,2,0,0,2,,0,0,0,
CM504,Negativa,Examinada,Comunidades,1644,"79,22093","4,34889",1,2,-1,1,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,2,para hacer horchata para la sed,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,2,,1,2,0,1,15,1,4,1,3,2,1,22,1,6,2,0,2,0,2,0,1,1,1,2,2,0,2,0,0,0,1,3,0,1,4,0,2,0,0,2,0,0,2,0,0,2,,0,1,4,1,2,0,0,2,0,0,1,10,1,1,13,1,1,10,0,2,2,0,0,2,0,0,2,0,0,2,,0,0,4,
PM323,Negativa,Examinada,Palmira,1644,79.23208,4.33849,2,5,-1,1,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,3,,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,2,,2,,2,1,24,1,2,2,0,1,3,2,2,0,2,0,2,0,0,0,2,0,0,2,2,1,2,0,2,0,0,0,2,0,0,1,4,2,0,0,0,2,0,0,2,0,0,2,,0,2,0,0,2,0,0,2,0,0,1,2,1,1,2,1,1,3,1,2,2,0,0,2,0,0,2,0,0,2,,0,0,0,
PM418,Negativa,Examinada,Palmira,1645,79.23256,4.33905,1,6,-1,1,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,3,,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,2,,1,bodega,1,2,0,1,15,1,3,1,1,2,2,0,2,0,1,1,2,0,2,0,2,1,1,0,1,5,1,0,5,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,,0,2,0,0,2,0,0,2,0,0,1,5,0,1,5,0,1,5,0,2,2,0,0,2,0,0,2,0,0,2,,0,0,0,
CM502,Negativa,Examinada,Comunidades,1646,"79,22026","4,34944",3,6,-1,1,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,3,,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,2,,2,2,0,1,15,1,5,1,2,2,2,0,0,0,2,0,2,0,2,0,2,2,2,2,2,0,2,0,0,0,1,9,1,1,8,1,2,0,0,2,0,0,2,0,0,2,,0,1,12,1,2,0,0,2,0,0,1,10,1,1,12,1,1,8,2,2,2,0,0,2,0,0,2,0,0,2,,0,0,0,
CM503,Negativa,Examinada,Comunidades,1646,"79,22082","4,34869",1,5,-1,1,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,3,,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,2,,1,Azotea,1,2,0,1,20,1,3,2,0,2,2,0,2,0,2,0,2,0,2,0,1,1,1,1,1,4,2,1,0,1,1,3,1,1,5,1,2,0,0,2,0,0,2,0,0,2,,0,1,6,1,2,0,0,2,0,0,1,10,2,1,5,1,1,12,2,2,2,0,0,2,0,0,2,0,0,2,,0,0,1,
TA311,Negativa,Examinada,El Tambo,1646,79.408630,4.473930,2,5,-1,1,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,1,por los microbios que puede tener,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,1,cocina,2,,2,2,0,1,10,1,4,1,2,2,1,3,1,2,2,0,2,0,2,0,2,2,2,1,1,2,2,0,0,0,2,0,0,1,2,1,2,0,0,2,0,0,2,0,0,2,,0,2,0,0,2,0,0,2,0,0,1,15,1,2,0,0,1,15,2,2,2,0,0,2,0,0,2,0,0,2,,0,0,0,
NF201,Positiva,Examinada,Nueva Fátima,1646,79.816170,4.270210,1,3,-1,1,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,3,,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,1,patio,2,,2,2,0,1,4,1,3,1,2,2,2,0,2,0,1,3,2,0,2,0,2,4,4,1,1,7,2,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,,0,2,0,0,2,0,0,2,0,0,1,5,0,1,7,0,1,5,0,2,2,0,0,2,0,0,2,0,0,2,,0,0,0,
TB507,Negativa,Examinada,Tumbunuma,1647,"79,80997","4,28100",1,1,-1,1,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,1,porque tiene microbios,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,2,,1,2,0,2,0,2,0,2,0,2,2,0,2,0,2,0,2,0,2,0,2,1,3,1,1,0,2,0,0,0,1,3,1,2,0,0,2,0,0,2,0,0,2,0,0,2,,0,2,0,0,2,0,0,2,0,0,1,3,1,2,0,0,1,2,1,2,2,0,0,2,0,0,2,0,0,2,,0,0,0,
CM405,Negativa,Examinada,Comunidades,1648,"79,22154","4,34494",3,1,-1,1,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,3,,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,1,dormitorio,2,2,0,1,4,1,4,1,2,2,1,8,0,4,2,0,2,0,2,0,1,1,1,1,2,0,2,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,,0,2,0,0,2,0,0,2,0,0,1,5,0,1,10,0,1,5,0,2,2,0,0,2,0,0,2,0,0,2,,0,0,1,
PM301,Negativa,Examinada,Palmira,1648,79.23283,4.33830,1,4,-1,1,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,2,Para protegerse de los bichos,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,2,,2,2,0,1,5,1,3,1,8,2,2,0,2,0,2,0,2,0,2,0,2,2,2,1,0,0,1,1,10,1,1,3,1,1,4,1,0,0,0,2,0,0,2,0,0,2,,0,0,0,0,2,0,0,2,0,0,1,7,1,1,8,0,1,3,0,2,2,0,0,2,0,0,2,0,0,2,,0,0,0,
PM408,Negativa,Examinada,Palmira,1648,79.23227,4.33980,2,6,-1,1,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,2,para eliminar los bichos,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,2,,2,2,0,1,20,1,4,1,4,2,1,10,1,6,1,1,2,0,2,0,1,1,4,2,1,3,1,1,1,1,2,0,0,1,3,1,2,0,0,2,0,0,2,0,0,2,,0,1,3,1,1,0,1,2,0,0,1,6,2,1,4,1,1,6,2,2,2,0,0,2,0,0,2,0,0,2,,0,0,1,
TB504,Negativa,Examinada,Tumbunuma,1648,"79,80994","4,28026",1,6,-1,1,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,1,por los bichos,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,2,,2,2,0,2,0,0,0,0,0,0,2,0,2,0,2,0,2,0,2,0,2,1,1,1,2,0,2,0,0,0,1,2,1,2,0,0,2,0,0,2,0,0,2,0,0,2,,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,1,2,1,2,2,0,0,2,0,0,2,0,0,2,,0,0,0,
TP403,Negativa,Examinada,Trigopamba,1648,79.482090,4.317400,2,1,-1,1,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,2,,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,1,Sala,2,2,0,1,25,1,3,1,1,0,2,0,2,0,2,0,2,0,2,0,1,1,1,2,2,0,2,0,0,0,2,0,0,1,5,0,2,0,0,2,0,0,2,0,0,2,,0,2,0,0,2,0,0,2,0,0,1,10,0,1,8,0,0,0,0,2,2,0,0,2,0,0,2,0,0,2,,0,0,2,
PM407,Negativa,Examinada,Palmira,1649,79.23316,4.34025,3,3,-1,1,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,2,para eliminar los microbios,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,1,arrimado a la pared,2,,1,2,0,1,30,0,4,2,0,2,2,0,2,0,1,5,2,0,2,0,1,1,4,2,1,0,1,1,0,1,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,,0,2,0,0,1,0,1,2,0,0,1,6,1,1,5,1,1,6,1,2,2,0,0,2,0,0,2,0,0,2,,0,0,1,
TA309,Negativa,Examinada,El Tambo,1649,79.40891,4.47385,1,4,1,2,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,3,No trata,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,2,,1,Dentro del Cuarto,2,2,,1,5,1,3,1,1,2,2,,2,,2,,2,,2,,1,1,1,1,2,,2,,,,2,,,1,10,,2,,,2,,,2,,,2,,,1,10,,2,,,2,,,1,10,,2,,,1,10,,2,2,,,2,,,2,,,2,,,,1,
TB505,Negativa,Examinada,Tumbunuma,1649,"79,80988","4,28029",2,2,-1,1,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,2,dicen que tiene bichos,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,2,,2,,2,2,0,2,0,2,0,1,1,2,2,0,2,0,2,0,2,0,2,0,1,3,3,1,2,0,2,0,0,0,1,1,1,2,0,0,2,0,0,2,0,0,2,0,0,2,,0,2,0,0,2,0,0,2,0,0,1,6,1,2,0,0,1,2,1,2,2,0,0,2,0,0,2,0,0,2,,0,0,2,
TB510,Negativa,Examinada,Tumbunuma,1649,"79,80985","4,28165",3,3,-1,1,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,1,por miedo a los microbios,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,2,,1,2,0,1,3,1,4,1,1,2,2,0,2,0,1,1,2,0,2,0,1,1,1,1,1,4,1,1,5,1,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,,0,2,0,0,2,0,0,2,0,0,1,10,2,2,0,0,1,10,2,2,2,0,0,2,0,0,2,0,0,2,,0,0,2,
TP505,Negativa,Examinada,Trigopamba,1649,79.489840,4.326300,2,3,-1,1,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,3,,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,2,,1,bodega,2,2,0,1,15,1,4,1,2,2,2,0,2,0,1,7,2,0,2,0,1,1,4,2,1,1,2,0,0,0,1,4,0,2,0,0,2,0,0,2,0,0,2,0,0,2,,0,2,0,0,2,0,0,2,0,0,1,4,0,1,10,0,2,0,0,2,2,0,0,2,0,0,2,0,0,2,,0,0,2,
